Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,id
29/05/2018,1041,21,19.9,93,1.4,416,18.7,0.0,0.0,0.0,Spring,No Holiday,Yes,15487
01/07/2018,11,11,21.2,97,1.2,105,20.6,0.15,18.5,0.0,Summer,No Holiday,Yes,17884
26/10/2018,54,11,12.4,87,1.0,317,10.2,0.24,1.0,0.0,Autumn,No Holiday,Yes,12661
25/01/2018,170,17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,Winter,No Holiday,Yes,12098
19/08/2018,425,3,24.0,59,0.6,2000,15.4,0.0,0.0,0.0,Summer,No Holiday,Yes,11484
23/05/2018,1012,11,18.9,42,3.8,2000,5.6,3.13,0.0,0.0,Spring,No Holiday,Yes,18384
03/11/2018,0,10,11.0,49,0.7,957,0.6,1.4,0.0,0.0,Autumn,No Holiday,No,14513
06/03/2018,475,11,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,Spring,No Holiday,Yes,11924
11/03/2018,1294,15,11.9,26,2.8,1338,-7.0,2.34,0.0,0.0,Spring,No Holiday,Yes,12730
23/02/2018,55,1,0.6,96,2.1,118,0.0,0.0,0.0,4.0,Winter,No Holiday,Yes,16556
05/09/2018,1219,23,23.0,83,1.8,1469,19.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,16825
27/06/2018,152,3,19.4,97,2.9,282,18.9,0.0,0.0,0.0,Summer,No Holiday,Yes,12621
24/11/2018,349,20,2.6,86,1.7,676,0.4,0.0,0.0,3.3,Autumn,No Holiday,Yes,11289
15/07/2018,613,8,26.2,75,0.9,1560,21.4,0.77,0.0,0.0,Summer,No Holiday,Yes,16332
11/11/2018,117,6,6.6,84,1.2,373,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,14864
02/04/2018,111,3,15.6,81,1.2,628,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes,13619
27/04/2018,663,0,11.8,59,2.4,1535,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,15406
08/11/2018,12,20,13.9,97,2.5,594,13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,14492
24/11/2018,507,1,2.4,30,1.3,2000,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,17653
27/10/2018,1176,17,9.5,34,5.7,2000,-5.6,0.45,0.0,0.0,Autumn,No Holiday,Yes,12771
21/07/2018,1202,18,35.0,42,2.9,1953,20.1,1.26,0.0,0.0,Summer,No Holiday,Yes,11834
05/01/2018,202,0,-4.7,52,1.8,1611,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,13668
22/09/2018,1532,14,25.2,28,4.4,2000,5.3,2.76,0.0,0.0,Autumn,No Holiday,Yes,15725
12/11/2018,889,13,13.3,36,2.1,1283,-1.4,1.99,0.0,0.0,Autumn,No Holiday,Yes,11157
04/07/2018,831,10,28.5,65,1.5,1519,21.2,1.74,0.0,0.0,Summer,No Holiday,Yes,14312
10/12/2017,35,8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,Winter,No Holiday,Yes,16896
28/05/2018,440,1,16.7,60,0.8,1806,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,10390
17/01/2018,501,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,Winter,No Holiday,Yes,13783
04/07/2018,1191,9,27.4,68,0.5,1941,20.9,1.31,0.0,0.0,Summer,No Holiday,Yes,16490
20/06/2018,1184,13,26.2,51,3.2,1078,15.2,3.36,0.0,0.0,Summer,No Holiday,Yes,17975
21/04/2018,1986,18,22.2,11,3.0,2000,-9.7,0.98,0.0,0.0,Spring,No Holiday,Yes,17968
10/09/2018,934,11,25.3,44,1.2,1948,12.1,2.59,0.0,0.0,Autumn,No Holiday,Yes,14768
10/07/2018,1665,18,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,Summer,No Holiday,Yes,17575
10/09/2018,226,5,19.1,62,1.6,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,18751
18/11/2018,371,8,2.6,53,0.7,1548,-6.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,15561
18/02/2018,52,7,-4.6,31,1.2,2000,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes,11660
03/07/2018,1783,17,32.4,50,2.2,2000,20.6,1.92,0.0,0.0,Summer,No Holiday,Yes,12034
11/06/2018,1220,16,22.0,60,1.8,2000,13.8,0.14,0.0,0.0,Summer,No Holiday,Yes,13467
17/10/2018,1083,14,18.3,24,1.7,1983,-2.6,2.4,0.0,0.0,Autumn,No Holiday,Yes,12883
03/11/2018,0,6,5.5,78,0.6,983,1.9,0.0,0.0,0.0,Autumn,No Holiday,No,12281
23/04/2018,41,16,9.6,96,1.7,1409,8.9,0.23,1.0,0.0,Spring,No Holiday,Yes,15563
30/04/2018,1094,12,22.2,50,2.0,564,11.2,2.65,0.0,0.0,Spring,No Holiday,Yes,12471
21/07/2018,1423,19,33.4,51,2.6,2000,21.8,0.59,0.0,0.0,Summer,No Holiday,Yes,18708
06/07/2018,2223,20,23.8,55,2.3,2000,14.2,0.05,0.0,0.0,Summer,No Holiday,Yes,17731
17/10/2018,381,2,10.8,77,0.3,1268,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,18219
20/07/2018,791,11,31.6,54,1.3,990,21.1,2.84,0.0,0.0,Summer,No Holiday,Yes,10818
21/08/2018,608,7,23.4,94,2.4,1773,22.3,0.02,2.0,0.0,Summer,No Holiday,Yes,16341
10/09/2018,3298,18,25.9,42,1.1,2000,11.9,0.48,0.0,0.0,Autumn,No Holiday,Yes,16857
06/11/2018,0,19,13.3,72,1.1,234,8.3,0.0,0.0,0.0,Autumn,No Holiday,No,14807
01/01/2018,125,19,-0.1,39,1.3,1911,-12.4,0.0,0.0,0.0,Winter,Holiday,Yes,13502
11/11/2018,832,15,10.2,58,2.0,573,2.2,0.29,0.0,0.0,Autumn,No Holiday,Yes,14943
28/05/2018,185,3,17.1,56,0.4,1583,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,15392
28/08/2018,60,16,25.0,97,0.7,1181,24.4,0.17,2.5,0.0,Summer,No Holiday,Yes,14906
28/09/2018,0,17,21.7,52,1.1,2000,11.4,0.79,0.0,0.0,Autumn,No Holiday,No,13492
22/04/2018,136,5,14.8,38,0.6,2000,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,18036
05/01/2018,635,18,-1.8,44,2.2,1709,-12.4,0.01,0.0,0.0,Winter,No Holiday,Yes,13552
13/09/2018,1097,14,27.2,49,1.5,1945,15.5,2.54,0.0,0.0,Autumn,No Holiday,Yes,14386
12/08/2018,568,9,29.7,55,1.6,2000,19.6,1.44,0.0,0.0,Summer,No Holiday,Yes,14205
26/12/2017,296,7,-2.9,73,1.9,1911,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,15486
16/04/2018,1452,16,18.5,24,3.0,1773,-2.4,2.27,0.0,0.0,Spring,No Holiday,Yes,14058
17/08/2018,572,2,22.8,50,1.4,2000,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes,17332
07/02/2018,237,9,-12.0,50,1.3,1523,-20.3,0.43,0.0,0.0,Winter,No Holiday,Yes,17960
11/05/2018,1177,13,20.8,45,2.8,688,8.4,3.17,0.0,0.0,Spring,No Holiday,Yes,13018
24/02/2018,412,13,5.3,29,2.1,1007,-11.3,2.08,0.0,0.0,Winter,No Holiday,Yes,18407
11/12/2017,247,12,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,Winter,No Holiday,Yes,16962
08/04/2018,141,3,2.0,50,2.0,2000,-7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,11216
27/09/2018,1364,7,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,13754
04/10/2018,0,19,22.3,50,1.4,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,18261
20/11/2018,478,0,3.8,42,1.7,1458,-7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,17519
21/02/2018,385,7,-4.1,35,3.5,1980,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,15281
10/03/2018,470,21,5.0,73,2.2,1173,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,16641
28/07/2018,340,4,28.3,83,1.7,814,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes,11517
23/03/2018,638,22,5.3,63,1.8,591,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,16321
03/03/2018,605,12,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,Spring,No Holiday,Yes,14977
08/12/2017,131,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,14198
01/03/2018,92,3,1.6,97,2.3,469,1.1,0.0,0.1,0.0,Spring,Holiday,Yes,17173
12/10/2018,1292,21,11.0,60,1.1,1995,3.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,17262
25/06/2018,1293,9,25.4,61,1.0,1079,17.3,1.28,0.0,0.0,Summer,No Holiday,Yes,12273
24/03/2018,113,6,4.2,50,0.6,633,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,17068
14/05/2018,1106,9,15.1,74,0.6,437,10.4,0.76,0.0,0.0,Spring,No Holiday,Yes,15166
28/12/2017,326,9,-4.3,38,0.7,1877,-16.5,0.04,0.0,0.0,Winter,No Holiday,Yes,17135
09/10/2018,0,9,12.8,57,1.2,1838,4.4,0.55,0.0,0.0,Autumn,Holiday,No,11795
18/03/2018,460,10,7.2,53,1.6,709,-1.7,0.45,0.0,0.0,Spring,No Holiday,Yes,10907
12/06/2018,740,6,16.7,85,1.0,2000,14.1,0.03,0.0,0.0,Summer,No Holiday,Yes,17474
17/01/2018,286,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes,16817
04/09/2018,1233,23,21.7,60,0.5,2000,13.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,17235
19/08/2018,611,2,24.5,59,0.3,2000,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,10436
30/01/2018,220,11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,Winter,No Holiday,Yes,15488
23/09/2018,439,8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,Autumn,Holiday,Yes,11762
20/03/2018,478,14,7.3,38,3.4,1997,-6.1,1.6,0.0,0.0,Spring,No Holiday,Yes,11686
26/08/2018,600,2,22.1,84,0.6,2000,19.2,0.0,0.0,0.0,Summer,No Holiday,Yes,13201
28/09/2018,0,3,15.3,59,1.6,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,No,16008
01/05/2018,1493,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,Spring,Holiday,Yes,12200
23/12/2017,258,20,5.9,75,1.5,222,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,10676
30/04/2018,362,1,14.4,60,1.7,580,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,18512
02/01/2018,186,23,-3.8,35,2.3,2000,-17.0,0.0,0.0,0.0,Winter,No Holiday,Yes,10721
15/04/2018,102,6,5.6,85,1.2,769,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes,10187
21/03/2018,374,10,3.6,37,1.3,2000,-9.7,0.83,0.0,0.0,Spring,No Holiday,Yes,14329
04/11/2018,378,2,8.2,62,0.2,1415,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,17221
28/05/2018,1247,23,20.9,53,1.6,1712,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,11198
03/03/2018,1197,17,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,Spring,No Holiday,Yes,18039
28/11/2018,804,22,3.2,34,1.3,1787,-11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,12620
01/07/2018,30,13,21.2,97,1.1,760,20.6,0.2,3.5,0.0,Summer,No Holiday,Yes,15593
28/11/2018,675,14,10.3,14,1.1,1880,-16.1,1.7,0.0,0.0,Autumn,No Holiday,Yes,12632
18/12/2017,165,20,3.3,65,3.2,1172,-2.6,0.0,0.0,2.7,Winter,No Holiday,Yes,13520
25/11/2018,142,7,1.3,96,0.9,198,0.7,0.0,0.0,2.5,Autumn,No Holiday,Yes,16707
20/01/2018,356,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,Winter,No Holiday,Yes,10324
19/04/2018,1489,19,17.4,34,2.2,779,1.3,0.16,0.0,0.0,Spring,No Holiday,Yes,13294
15/04/2018,582,10,10.3,62,2.1,914,3.3,1.76,0.0,0.0,Spring,No Holiday,Yes,11047
13/06/2018,2088,14,26.6,50,2.4,1119,15.3,2.95,0.0,0.0,Summer,No Holiday,Yes,10349
30/04/2018,1044,23,17.9,79,0.4,323,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,10864
08/07/2018,1693,15,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,Summer,No Holiday,Yes,16853
24/05/2018,161,4,11.7,64,1.6,1578,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,16522
08/07/2018,253,5,18.1,57,1.4,2000,9.4,0.0,0.0,0.0,Summer,No Holiday,Yes,16557
14/01/2018,210,20,3.5,55,1.0,1100,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,10090
23/10/2018,652,13,13.5,82,0.8,962,10.4,1.33,0.0,0.0,Autumn,No Holiday,Yes,10140
29/01/2018,438,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Winter,No Holiday,Yes,17857
11/07/2018,1298,23,26.9,79,0.1,1541,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,13267
17/01/2018,227,23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,Winter,No Holiday,Yes,11215
30/03/2018,1460,17,19.4,45,2.9,778,7.1,1.13,0.0,0.0,Spring,No Holiday,Yes,11684
11/07/2018,240,0,24.6,96,0.7,308,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,11705
21/09/2018,1551,20,20.0,82,0.4,2000,16.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,15484
27/06/2018,1238,9,20.0,96,1.6,287,19.3,0.39,0.0,0.0,Summer,No Holiday,Yes,16188
11/03/2018,666,12,9.2,40,2.6,592,-3.7,2.47,0.0,0.0,Spring,No Holiday,Yes,10159
25/05/2018,1250,7,14.4,66,1.1,704,8.1,0.42,0.0,0.0,Spring,No Holiday,Yes,13774
13/04/2018,257,2,9.7,23,1.4,2000,-10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,18046
15/09/2018,1212,11,25.2,64,1.2,1938,17.8,1.31,0.0,0.0,Autumn,No Holiday,Yes,12395
30/03/2018,739,11,17.8,26,2.6,1822,-1.9,2.37,0.0,0.0,Spring,No Holiday,Yes,16007
30/10/2018,1357,17,9.9,40,2.6,2000,-3.0,0.47,0.0,0.0,Autumn,No Holiday,Yes,12040
19/11/2018,277,1,5.9,60,0.5,1332,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,18263
30/11/2018,1384,18,4.7,34,1.9,1661,-9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,14374
27/11/2018,740,22,6.6,33,2.1,722,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,15541
19/09/2018,0,4,19.5,70,0.5,2000,13.8,0.0,0.0,0.0,Autumn,No Holiday,No,14976
14/05/2018,1648,22,19.6,71,0.6,325,14.1,0.0,0.0,0.0,Spring,No Holiday,Yes,16083
07/02/2018,51,3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,11563
31/08/2018,982,12,27.8,47,2.9,1905,15.4,2.99,0.0,0.0,Summer,No Holiday,Yes,11168
12/09/2018,691,1,19.6,56,1.2,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,16714
06/07/2018,3196,18,25.9,52,2.1,2000,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes,16779
21/08/2018,898,0,28.3,59,3.7,1945,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,15172
08/03/2018,586,20,3.3,74,2.6,494,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,15992
14/10/2018,1593,13,18.1,32,1.5,1684,1.1,2.21,0.0,0.0,Autumn,No Holiday,Yes,14769
19/07/2018,1870,22,28.0,76,1.5,1542,23.3,0.0,0.0,0.0,Summer,No Holiday,Yes,14414
12/05/2018,50,23,15.8,98,1.6,235,15.4,0.0,1.0,0.0,Spring,No Holiday,Yes,11170
17/05/2018,141,10,20.1,98,1.2,885,19.7,0.13,2.0,0.0,Spring,No Holiday,Yes,13370
26/03/2018,422,11,12.6,60,2.4,281,5.0,2.23,0.0,0.0,Spring,No Holiday,Yes,18160
28/10/2018,55,6,6.9,86,1.7,1988,4.7,0.0,1.5,0.0,Autumn,No Holiday,Yes,12630
18/11/2018,335,2,2.9,49,2.0,1989,-6.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,17760
24/02/2018,233,20,1.1,32,1.4,1785,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,15531
31/05/2018,188,4,14.8,85,0.7,478,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,14567
28/10/2018,512,23,6.0,74,1.1,2000,1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,10051
02/02/2018,225,21,-2.0,61,1.7,1655,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,10196
23/06/2018,2288,19,25.7,59,2.8,1083,17.0,0.38,0.0,0.0,Summer,No Holiday,Yes,14844
11/12/2017,361,17,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,Winter,No Holiday,Yes,14111
02/03/2018,343,9,-4.6,34,1.2,1583,-18.1,0.87,0.0,0.0,Spring,No Holiday,Yes,18035
05/12/2017,82,5,-7.4,33,2.6,2000,-20.9,0.0,0.0,0.0,Winter,No Holiday,Yes,13553
07/06/2018,191,4,18.1,88,1.8,458,16.0,0.0,0.0,0.0,Summer,No Holiday,Yes,16223
15/08/2018,563,9,32.0,53,1.6,2000,21.2,1.56,0.0,0.0,Summer,Holiday,Yes,16185
29/09/2018,208,5,15.0,77,0.5,2000,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,11412
23/04/2018,12,10,8.6,95,2.5,578,7.8,0.2,4.0,0.0,Spring,No Holiday,Yes,14325
11/01/2018,100,1,-10.6,55,2.9,1987,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes,11496
04/01/2018,603,18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,13107
25/02/2018,173,9,-0.3,48,1.1,1394,-10.0,0.43,0.0,0.0,Winter,No Holiday,Yes,15221
20/02/2018,384,9,-1.4,56,1.4,709,-9.0,0.54,0.0,0.0,Winter,No Holiday,Yes,12991
24/08/2018,1300,21,23.5,79,3.6,2000,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,17727
05/07/2018,828,7,23.5,90,0.5,445,21.7,0.05,0.5,0.0,Summer,No Holiday,Yes,15510
07/05/2018,1336,22,18.6,69,1.7,1047,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,16382
01/12/2017,100,5,-6.4,37,1.5,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,12308
15/01/2018,58,3,4.4,70,1.7,928,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,18486
04/03/2018,15,5,8.8,96,1.2,196,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,13705
12/01/2018,189,7,-15.1,45,0.9,2000,-24.4,0.0,0.0,0.0,Winter,No Holiday,Yes,14380
17/04/2018,822,11,16.9,27,1.5,1354,-2.2,2.66,0.0,0.0,Spring,No Holiday,Yes,13182
07/05/2018,737,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,Spring,No Holiday,Yes,16254
24/05/2018,530,6,11.4,67,1.0,1600,5.4,0.04,0.0,0.0,Spring,No Holiday,Yes,11437
07/03/2018,232,6,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,14640
02/06/2018,342,6,17.7,68,1.3,842,11.7,0.05,0.0,0.0,Summer,No Holiday,Yes,11936
09/10/2018,0,0,12.6,54,0.2,2000,3.5,0.0,0.0,0.0,Autumn,Holiday,No,17717
07/05/2018,1912,20,20.9,61,2.7,1523,13.0,0.01,0.0,0.0,Spring,No Holiday,Yes,14662
28/10/2018,916,13,12.1,75,1.2,1775,7.7,0.99,0.0,0.0,Autumn,No Holiday,Yes,16747
07/12/2017,795,18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,16038
24/12/2017,251,1,5.6,78,0.5,197,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,10749
27/09/2018,151,4,14.4,58,1.1,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10524
26/11/2018,955,21,6.7,71,0.9,461,1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,11224
05/12/2017,62,3,-6.9,39,2.0,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,13193
05/01/2018,665,8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12238
23/09/2018,764,11,20.1,57,3.0,1929,11.3,1.29,0.0,0.0,Autumn,Holiday,Yes,17536
28/12/2017,554,8,-4.7,30,0.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,18502
13/06/2018,416,6,18.7,75,0.9,1923,14.1,0.06,0.0,0.0,Summer,No Holiday,Yes,14068
21/03/2018,614,9,2.5,40,1.9,2000,-9.7,0.41,0.0,0.0,Spring,No Holiday,Yes,18144
06/08/2018,969,23,29.4,79,1.2,777,25.3,0.0,2.0,0.0,Summer,No Holiday,Yes,18339
06/10/2018,1761,19,19.7,72,0.6,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,14440
05/06/2018,448,2,19.7,66,0.5,1591,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,17721
08/06/2018,1256,12,23.1,56,1.6,1222,13.8,1.71,0.0,0.0,Summer,No Holiday,Yes,11330
24/02/2018,467,15,6.7,24,2.7,1536,-12.4,1.95,0.0,0.0,Winter,No Holiday,Yes,10929
21/01/2018,61,7,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,11626
25/08/2018,708,2,22.9,82,2.1,1829,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,14064
21/03/2018,615,18,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,Spring,No Holiday,Yes,10758
09/12/2017,127,7,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,13062
16/09/2018,1014,0,22.8,82,1.5,935,19.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,17172
21/01/2018,115,8,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,14641
01/10/2018,2101,8,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,Autumn,No Holiday,Yes,14959
05/11/2018,1289,21,12.2,79,1.8,351,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,18239
25/07/2018,212,4,28.5,74,2.6,1549,23.4,0.0,0.0,0.0,Summer,No Holiday,Yes,15893
25/03/2018,60,5,5.0,83,0.7,200,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,15501
01/01/2018,310,16,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,Winter,Holiday,Yes,12601
18/09/2018,0,13,25.6,40,2.5,1704,10.9,2.18,0.0,0.0,Autumn,No Holiday,No,13518
25/06/2018,2779,19,29.8,45,1.5,956,16.5,0.32,0.0,0.0,Summer,No Holiday,Yes,11138
08/11/2018,25,11,10.9,95,2.4,519,10.1,0.12,0.0,0.0,Autumn,No Holiday,Yes,17642
29/06/2018,133,5,22.1,97,0.5,152,21.5,0.0,1.5,0.0,Summer,No Holiday,Yes,11191
28/10/2018,531,1,6.9,55,1.8,2000,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,15856
02/05/2018,123,20,11.1,91,4.0,716,9.6,0.0,0.5,0.0,Spring,No Holiday,Yes,14941
20/09/2018,87,10,18.4,91,1.2,394,16.8,0.25,0.5,0.0,Autumn,No Holiday,Yes,14230
05/08/2018,1286,22,29.1,77,3.0,1559,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,15141
10/05/2018,0,20,13.6,82,2.1,520,10.5,0.02,0.0,0.0,Spring,No Holiday,No,17559
24/06/2018,2153,21,24.5,71,1.7,1295,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,11767
18/03/2018,70,22,8.1,76,0.8,492,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,17743
07/10/2018,2167,15,20.4,36,2.8,2000,4.8,1.56,0.0,0.0,Autumn,No Holiday,Yes,14674
29/12/2017,269,1,0.3,63,0.7,760,-5.9,0.0,0.0,0.0,Winter,No Holiday,Yes,13383
25/06/2018,2046,22,27.4,55,0.3,1001,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes,14486
25/04/2018,1382,22,15.2,35,1.2,1999,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,13571
19/09/2018,0,20,22.6,67,0.3,1737,16.1,0.0,0.0,0.0,Autumn,No Holiday,No,13384
19/09/2018,0,19,23.5,58,0.4,1836,14.7,0.0,0.0,0.0,Autumn,No Holiday,No,10798
26/05/2018,1010,10,23.2,41,1.1,1440,9.2,2.45,0.0,0.0,Spring,No Holiday,Yes,13166
08/09/2018,692,2,18.5,57,2.3,2000,9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,17302
22/05/2018,163,15,21.1,72,2.7,663,15.8,0.31,0.1,0.0,Spring,Holiday,Yes,15421
29/11/2018,1577,18,0.0,46,0.9,1566,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,13536
22/08/2018,842,15,36.8,36,1.0,2000,19.2,2.46,0.0,0.0,Summer,No Holiday,Yes,11479
05/05/2018,579,8,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,Spring,No Holiday,Yes,13793
09/01/2018,80,23,-4.9,80,0.7,690,-7.8,0.0,0.0,0.2,Winter,No Holiday,Yes,18543
20/08/2018,766,11,31.2,45,1.9,1810,17.8,2.72,0.0,0.0,Summer,No Holiday,Yes,17505
13/09/2018,2365,19,25.4,61,0.6,2000,17.3,0.03,0.0,0.0,Autumn,No Holiday,Yes,13365
31/07/2018,284,5,28.3,60,1.6,2000,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,14772
26/03/2018,65,4,5.5,96,2.0,53,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,15591
27/07/2018,934,9,29.9,69,1.5,769,23.5,1.12,0.0,0.0,Summer,No Holiday,Yes,17989
07/05/2018,994,23,17.5,69,1.5,978,11.7,0.0,0.0,0.0,Spring,No Holiday,Yes,13442
04/03/2018,26,20,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,17801
03/05/2018,1388,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,17772
14/02/2018,129,2,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,10022
17/04/2018,1356,19,14.5,31,3.1,1558,-2.4,0.25,0.0,0.0,Spring,No Holiday,Yes,11896
02/10/2018,0,15,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,Autumn,No Holiday,No,13354
16/06/2018,2435,21,23.7,64,1.7,1707,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,13170
05/05/2018,190,5,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,12683
